----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
 Mult. | Configurations  |     Terms    |                 Observed  |                       Ritz    |              Ei           Ek              |  gi   gk  |     Aki    |     fik    | Acc. |Type|      TP  |       Line  |
  No.  |                 |              |                Wavelength |                    Wavelength |            (cm-1)       (cm-1)            |           |     s^-1   |            |      |    |     Ref. |       Ref.  |
       |                 |              |                 Vac  (Å)  |                     Vac  (Å)  |                                           |           |            |            |      |    |          |             |
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
       |                 |              |                           |               190544.3599243  |[196071.428891148]   - [196596.241066328]  |  13 - 11  |  1.1739e+03|  5.4067e-03| AAA  |    | T8636c73 |             |
       |                 |              |                           |               190544.3748559  |[196071.429772608]   - [196596.241906662]  |  11 - 9   |  1.1910e+03|  5.3041e-03| AAA  |    | T8636c73 |             |
       |                 |              |                           |               190544.1999867  |[196071.428891148]   - [196596.241506841]  |  13 - 13  |  1.4358e+01|  7.8152e-05| AAA  |    | T8636c73 |             |
       |                 |              |                           |               190544.6799578  |[196071.429772608]   - [196596.241066328]  |  11 - 11  |  1.7046e+01|  9.2784e-05| AAA  |    | T8636c73 |             |
       |                 |              |                           |               190544.5200196  |[196071.429772608]   - [196596.241506841]  |  11 - 13  |  1.9576e-01|  1.2593e-06| AAA  |    | T8636c73 |             |
       |                 |              |                           |                               |                                           |           |            |            |      |    |          |             |
   771 |                 |   3I  - 1H*  |                           |                               |                                           |           |            |            |      |    |          |             |
       |                 |              |                           |                               |                                           |           |            |            |      |    |          |             |
       |                 |              |                           |               190544.2665300  |[196071.429772608]   - [196596.242205021]  |  11 - 11  |  1.604e+01 |  8.729e-05 | AA   |    | T8636c73 |             |
       |                 |              |                           |                               |                                           |           |            |            |      |    |          |             |
   772 |  1s.7i - 1s.9h  |   3I  - 3H*  |                           |                               |                                           |           |            |            |      |    |          |             |
       |                 |              |                           |                               |                                           |           |            |            |      |    |          |             |
       |                 |              |                           |               113041.45231063 |[196071.429352355]   - [196956.060591214]  |  15 - 13  |  4.2897e+02|  7.1221e-04| AAA  |    | T8636c73 |             |
       |                 |              |                           |               113041.43291051 |[196071.428891148]   - [196956.060281828]  |  13 - 11  |  4.3308e+02|  7.0202e-04| AAA  |    | T8636c73 |             |
       |                 |              |                           |               113041.47013004 |[196071.429772608]   - [196956.060872018]  |  11 - 9   |  4.3937e+02|  6.8867e-04| AAA  |    | T8636c73 |             |
       |                 |              |                           |               113041.39337600 |[196071.428891148]   - [196956.060591214]  |  13 - 13  |  5.2967e+00|  1.0147e-05| AAA  |    | T8636c73 |             |
       |                 |              |                           |               113041.54554677 |[196071.429772608]   - [196956.060281828]  |  11 - 11  |  6.2886e+00|  1.2047e-05| AAA  |    | T8636c73 |             |
       |                 |              |                           |                               |                                           |           |            |            |      |    |          |             |
   773 |                 |   3I  - 1H*  |                           |                               |                                           |           |            |            |      |    |          |             |
       |                 |              |                           |                               |                                           |           |            |            |      |    |          |             |
       |                 |              |                           |               113041.44335301 |[196071.429772608]   - [196956.061081567]  |  11 - 11  |  5.916e+00 |  1.133e-05 | AA   |    | T8636c73 |             |
       |                 |              |                           |                               |                                           |           |            |            |      |    |          |             |
   774 |  1s.7i - 1s.10h |   3I  - 3H*  |                           |                               |                                           |           |            |            |      |    |          |             |
       |                 |              |                           |                               |                                           |           |            |            |      |    |          |             |
       |                 |              |                           |                87565.09428242 |[196071.429352355]   - [197213.436916208]  |  15 - 13  |  2.0567e+02|  2.0490e-04| AAA  |    | T8636c73 |             |
       |                 |              |                           |                87565.07621254 |[196071.428891148]   - [197213.436690665]  |  13 - 11  |  2.0763e+02|  2.0196e-04| AAA  |    | T8636c73 |             |
       |                 |              |                           |                87565.11080996 |[196071.429772608]   - [197213.437120912]  |  11 - 9   |  2.1065e+02|  1.9812e-04| AAA  |    | T8636c73 |             |
       |                 |              |                           |                87565.05891876 |[196071.428891148]   - [197213.436916208]  |  13 - 13  |  2.5395e+00|  2.9192e-06| AAA  |    | T8636c73 |             |
       |                 |              |                           |                87565.14379978 |[196071.429772608]   - [197213.436690665]  |  11 - 11  |  3.0150e+00|  3.4658e-06| AAA  |    | T8636c73 |             |
       |                 |              |                           |                               |                                           |           |            |            |      |    |          |             |
   775 |                 |   3I  - 1H*  |                           |                               |                                           |           |            |            |      |    |          |             |
       |                 |              |                           |                               |                                           |           |            |            |      |    |          |             |
       |                 |              |                           |                87565.09909666 |[196071.429772608]   - [197213.437273674]  |  11 - 11  |  2.837e+00 |  3.261e-06 | AA   |    | T8636c73 |             |
       |                 |              |                           |                               |                                           |           |            |            |      |    |          |             |
   776 |  1s.7i - 1s.8h  |   1I  - 3H*  |                           |                               |                                           |           |            |            |      |    |          |             |
       |                 |              |                           |                               |                                           |           |            |            |      |    |          |             |
       |                 |              |                           |               190544.6412426  |[196071.430106489]   - [196596.241506841]  |  13 - 13  |  1.364e+01 |  7.422e-05 | AA   |    | T8636c73 |             |
       |                 |              |                           |                               |                                           |           |            |            |      |    |          |             |
   777 |                 |   1I  - 1H*  |                           |               190544.3877527  |[196071.430106489]   - [196596.242205021]  |  13 - 11  |  1.175e+03 |  5.412e-03 | AAA  |    | T8636c73 |             |
       |                 |              |                           |                               |                                           |           |            |            |      |    |          |             |
       |                 |              |                           |                               |                                           |           |            |            |      |    |          |             |
   778 |  1s.7i - 1s.9h  |   1I  - 3H*  |                           |                               |                                           |           |            |            |      |    |          |             |
       |                 |              |                           |                               |                                           |           |            |            |      |    |          |             |
       |                 |              |                           |               113041.54867680 |[196071.430106489]   - [196956.060591214]  |  13 - 13  |  5.030e+00 |  9.637e-06 | AA   |    | T8636c73 |             |
       |                 |              |                           |                               |                                           |           |            |            |      |    |          |             |
   779 |                 |   1I  - 1H*  |                           |               113041.48601758 |[196071.430106489]   - [196956.061081567]  |  13 - 11  |  4.334e+02 |  7.025e-04 | AAA  |    | T8636c73 |             |
       |                 |              |                           |                               |                                           |           |            |            |      |    |          |             |
       |                 |              |                           |                               |                                           |           |            |            |      |    |          |             |
   780 |  1s.7i - 1s.10h |   1I  - 3H*  |                           |                               |                                           |           |            |            |      |    |          |             |
       |                 |              |                           |                               |                                           |           |            |            |      |    |          |             |
       |                 |              |                           |                87565.15210681 |[196071.430106489]   - [197213.436916208]  |  13 - 13  |  2.412e+00 |  2.772e-06 | AA   |    | T8636c73 |             |
       |                 |              |                           |                               |                                           |           |            |            |      |    |          |             |
   781 |                 |   1I  - 1H*  |                           |                87565.12469750 |[196071.430106489]   - [197213.437273674]  |  13 - 11  |  2.078e+02 |  2.021e-04 | AAA  |    | T8636c73 |             |
       |                 |              |                           |                               |                                           |           |            |            |      |    |          |             |
       |                 |              |                           |                               |                                           |           |            |            |      |    |          |             |
   782 |  1s.7p - 1s.8s  |   1P* - 1S   |                           |               219550.2552     |[196079.0875698]     - [196534.5641527]    |   3 - 1   |  1.374e+05 |  3.310e-01 | AAA  |    | T8636c73 |             |
       |                 |              |                           |                               |                                           |           |            |            |      |    |          |             |
       |                 |              |                           |                               |                                           |           |            |            |      |    |          |             |
   783 |  1s.7p - 1s.8d  |   1P* - 3D   |                           |                               |                                           |           |            |            |      |    |          |             |
       |                 |              |                           |                               |                                           |           |            |            |      |    |          |             |
       |                 |              |                           |               193807.9164     |[196079.0875698]     - [196595.06236505]   |   3 - 5   |  6.189e+00 |  5.808e-05 | AA   |    | T8636c73 |             |
       |                 |              |                           |                               |                                           |           |            |            |      |    |          |             |
   784 |                 |   1P* - 1D   |                           |               193690.9127     |[196079.0875698]     - [196595.37405237]   |   3 - 5   |  7.912e+04 |  7.417e-01 | AAA  |    | T8636c73 |             |
       |                 |              |                           |                               |                                           |           |            |            |      |    |          |             |
       |                 |              |                           |                               |                                           |           |            |            |      |    |          |             |
   785 |  1s.7p - 1s.9s  |   1P* - 1S   |                           |               119930.6634     |[196079.0875698]     - [196912.9026855]    |   3 - 1   |  8.318e+04 |  5.979e-02 | AAA  |    | T8636c73 |             |
       |                 |              |                           |                               |                                           |           |            |            |      |    |          |             |
       |                 |              |                           |                               |                                           |           |            |            |      |    |          |             |
   786 |  1s.7p - 1s.9d  |   1P* - 3D   |                           |                               |                                           |           |            |            |      |    |          |             |
       |                 |              |                           |                               |                                           |           |            |            |      |    |          |             |
       |                 |              |                           |               114137.13099    |[196079.0875698]     - [196955.22664143]   |   3 - 5   |  4.276e+00 |  1.392e-05 | AA   |    | T8636c73 |             |
       |                 |              |                           |                               |                                           |           |            |            |      |    |          |             |
   787 |                 |   1P* - 1D   |                           |               114108.20359    |[196079.0875698]     - [196955.44875025]   |   3 - 5   |  5.649e+05 |  1.838e+00 | AAA  |    | T8636c73 |             |
       |                 |              |                           |                               |                                           |           |            |            |      |    |          |             |
       |                 |              |                           |                               |                                           |           |            |            |      |    |          |             |
   788 |  1s.7p - 1s.10s |   1P* - 1S   |                           |                90663.64160    |[196079.0875698]     - [197182.0655468]    |   3 - 1   |  5.605e+04 |  2.302e-02 | AAA  |    | T8636c73 |             |
       |                 |              |                           |                               |                                           |           |            |            |      |    |          |             |
       |                 |              |                           |                               |                                           |           |            |            |      |    |          |             |
   789 |  1s.7p - 1s.10d |   1P* - 3D   |                           |                               |                                           |           |            |            |      |    |          |             |
       |                 |              |                           |                               |                                           |           |            |            |      |    |          |             |
       |                 |              |                           |                88203.77097    |[196079.0875698]     - [197212.82594494]   |   3 - 5   |  3.024e+00 |  5.879e-06 | AA   |    | T8636c73 |             |
       |                 |              |                           |                               |                                           |           |            |            |      |    |          |             |
   790 |                 |   1P* - 1D   |                           |                88191.04603    |[196079.0875698]     - [197212.98953041]   |   3 - 5   |  4.086e+04 |  7.941e-02 | AAA  |    | T8636c73 |             |
       |                 |              |                           |                               |                                           |           |            |            |      |    |          |             |
       |                 |              |                           |                               |                                           |           |            |            |      |    |          |             |
   791 |  1s.8s - 1s.8p  |   3S  - 3P*  |                           |               949199.27       | 196461.3618105      -  196566.7137673     |   3 - 9   |  6.068e+03 |  2.459e+00 |      |    |          |             |
       |                 |              |                           |                               |                                           |           |            |            |      |    |          |             |
       |                 |              |                           |               949216.792      |[196461.3618105]     - [196566.7118220]    |   3 - 5   |  6.0678e+03|  1.3661e+00| AAA  |    | T8636c73 |             |
       |                 |              |                           |               949207.106      |[196461.3618105]     - [196566.7128971]    |   3 - 3   |  6.0678e+03|  8.1962e-01| AAA  |    | T8636c73 |             |
       |                 |              |                           |               949088.122      |[196461.3618105]     - [196566.7261046]    |   3 - 1   |  6.0678e+03|  2.7314e-01| AAA  |    | T8636c73 |             |
       |                 |              |                           |                               |                                           |           |            |            |      |    |          |             |
   792 |  1s.8s - 1s.9p  |   3S  - 3P*  |                           |               210983.387      | 196461.3618105      -  196935.3327788     |   3 - 9   |  2.000e+03 |  4.004e-02 |      |    |          |             |
       |                 |              |                           |                               |                                           |           |            |            |      |    |          |             |
       |                 |              |                           |               210983.9922     |[196461.3618105]     - [196935.3314182]    |   3 - 5   |  2.0002e+03|  2.2247e-02| AAA  |    | T8636c73 |             |
       |                 |              |                           |               210983.6575     |[196461.3618105]     - [196935.3321700]    |   3 - 3   |  2.0002e+03|  1.3348e-02| AAA  |    | T8636c73 |             |
       |                 |              |                           |               210979.5453     |[196461.3618105]     - [196935.3414081]    |   3 - 1   |  2.0002e+03|  4.4493e-03| AAA  |    | T8636c73 |             |
       |                 |              |                           |                               |                                           |           |            |            |      |    |          |             |
   793 |  1s.8s - 1s.10p |   3S  - 3P*  |                           |               135690.384      | 196461.3618105      -  197198.3337108     |   3 - 9   |  2.592e+03 |  2.146e-02 |      |    |          |             |
       |                 |              |                           |                               |                                           |           |            |            |      |    |          |             |
       |                 |              |                           |               135690.5658     |[196461.3618105]     - [197198.3327222]    |   3 - 5   |  2.5922e+03|  1.1925e-02| AAA  |    | T8636c73 |             |
       |                 |              |                           |               135690.4653     |[196461.3618105]     - [197198.3332683]    |   3 - 3   |  2.5922e+03|  7.1552e-03| AAA  |    | T8636c73 |             |
       |                 |              |                           |               135689.2292     |[196461.3618105]     - [197198.3399816]    |   3 - 1   |  2.5922e+03|  2.3850e-03| AAA  |    | T8636c73 |             |
       |                 |              |                           |                               |                                           |           |            |            |      |    |          |             |
   794 |  1s.8s - 1s.8p  |   1S  - 1P*  |                           |              1496197.54       |[196534.5641527]     - [196601.400247]     |   1 - 3   |  1.733e+03 |  1.745e+00 | AAA  |    | T8636c73 |             |
       |                 |              |                           |                               |                                           |           |            |            |      |    |          |             |
       |                 |              |                           |                               |                                           |           |            |            |      |    |          |             |
   795 |  1s.8s - 1s.9p  |   1S  - 1P*  |                           |               235222.9069     |[196534.5641527]     - [196959.692816]     |   1 - 3   |  7.259e+03 |  1.806e-01 | AAA  |    | T8636c73 |             |
       |                 |              |                           |                               |                                           |           |            |            |      |    |          |             |
       |                 |              |                           |                               |                                           |           |            |            |      |    |          |             |
   796 |  1s.8s - 1s.10p |   1S  - 1P*  |                           |               146729.6723     |[196534.5641527]     - [197216.0895622]    |   1 - 3   |  6.797e+03 |  6.582e-02 | AAA  |    | T8636c73 |             |
       |                 |              |                           |                               |                                           |           |            |            |      |    |          |             |
       |                 |              |                           |                               |                                           |           |            |            |      |    |          |             |
   797 |  1s.8p - 1s.8d  |   3P* - 3D   |                           |              3527463.5        | 196566.7137673      -  196595.0627498     |   9 - 15  |  1.592e+02 |  4.950e-01 |      |    |          |             |
       |                 |              |                           |                               |                                           |           |            |            |      |    |          |             |
       |                 |              |                           |              3527289.53       |[196566.7118220]     - [196595.06220247]   |   5 - 7   |  1.5918e+02|  4.1568e-01| AAA  |    | T8636c73 |             |
       |                 |              |                           |              3527403.06       |[196566.7128971]     - [196595.06236505]   |   3 - 5   |  1.1938e+02|  3.7115e-01| AAA  |    | T8636c73 |             |
       |                 |              |                           |              3528760.37       |[196566.7261046]     - [196595.06466814]   |   1 - 3   |  8.8434e+01|  4.9527e-01| AAA  |    | T8636c73 |             |
       |                 |              |                           |              3527269.30       |[196566.7118220]     - [196595.06236505]   |   5 - 5   |  3.9792e+01|  7.4222e-02| AAA  |    | T8636c73 |             |
       |                 |              |                           |              3527116.52       |[196566.7128971]     - [196595.06466814]   |   3 - 3   |  6.6326e+01|  1.2370e-01| AAA  |    | T8636c73 |             |
       |                 |              |                           |              3526982.78       |[196566.7118220]     - [196595.06466814]   |   5 - 3   |  4.4217e+00|  4.9477e-03| AAA  |    | T8636c73 |             |
       |                 |              |                           |                               |                                           |           |            |            |      |    |          |             |
   798 |  1s.8p - 1s.9s  |   3P* - 3S   |                           |               338668.982      | 196566.7137673      -  196861.9873396     |   9 - 3   |  9.384e+04 |  5.379e-01 |      |    |          |             |
       |                 |              |                           |                               |                                           |           |            |            |      |    |          |             |
       |                 |              |                           |               338666.7504     |[196566.7118220]     - [196861.9873396]    |   5 - 3   |  5.2133e+04|  5.3786e-01| AAA  |    | T8636c73 |             |
       |                 |              |                           |               338667.9834     |[196566.7128971]     - [196861.9873396]    |   3 - 3   |  3.1280e+04|  5.3786e-01| AAA  |    | T8636c73 |             |
       |                 |              |                           |               338683.1326     |[196566.7261046]     - [196861.9873396]    |   1 - 3   |  1.0427e+04|  5.3793e-01| AAA  |    | T8636c73 |             |
       |                 |              |                           |                               |                                           |           |            |            |      |    |          |             |
   799 |  1s.8p - 1s.9d  |   3P* - 3D   |                           |               257391.549      | 196566.7137673      -  196955.22691128    |   9 - 15  |  2.782e+04 |  4.605e-01 |      |    |          |             |
       |                 |              |                           |                               |                                           |           |            |            |      |    |          |             |
       |                 |              |                           |               257390.5152     |[196566.7118220]     - [196955.22652671]   |   5 - 7   |  2.7822e+04|  3.8686e-01| AAA  |    | T8636c73 |             |
       |                 |              |                           |               257391.1514     |[196566.7128971]     - [196955.22664143]   |   3 - 5   |  2.0865e+04|  3.4539e-01| AAA  |    | T8636c73 |             |
       |                 |              |                           |               257398.8304     |[196566.7261046]     - [196955.22825838]   |   1 - 3   |  1.5457e+04|  4.6059e-01| AAA  |    | T8636c73 |             |
       |                 |              |                           |               257390.4392     |[196566.7118220]     - [196955.22664143]   |   5 - 5   |  6.9550e+03|  6.9078e-02| AAA  |    | T8636c73 |             |
       |                 |              |                           |               257390.0802     |[196566.7128971]     - [196955.22825838]   |   3 - 3   |  1.1593e+04|  1.1514e-01| AAA  |    | T8636c73 |             |
       |                 |              |                           |               257389.3680     |[196566.7118220]     - [196955.22825838]   |   5 - 3   |  7.7284e+02|  4.6055e-03| AAA  |    | T8636c73 |             |
       |                 |              |                           |                               |                                           |           |            |            |      |    |          |             |
   800 |                 |   3P* - 1D   |                           |                               |                                           |           |            |            |      |    |          |             |
       |                 |              |                           |                               |                                           |           |            |            |      |    |          |             |
       |                 |              |                           |               257244.0880     |[196566.7128971]     - [196955.44875025]   |   3 - 5   |  1.507e+00 |  2.492e-05 | AA   |    | T8636c73 |             |
       |                 |              |                           |                               |                                           |           |            |            |      |    |          |             |
   801 |  1s.8p - 1s.10s |   3P* - 3S   |                           |               172855.023      | 196566.7137673      -  197145.233258      |   9 - 3   |  5.536e+04 |  8.266e-02 |      |    |          |             |
       |                 |              |                           |                               |                                           |           |            |            |      |    |          |             |
       |                 |              |                           |               172854.4420     |[196566.7118220]     - [197145.2332580]    |   5 - 3   |  3.0758e+04|  8.2666e-02| AAA  |    | T8636c73 |             |
       |                 |              |                           |               172854.7632     |[196566.7128971]     - [197145.2332580]    |   3 - 3   |  1.8455e+04|  8.2667e-02| AAA  |    | T8636c73 |             |
       |                 |              |                           |               172858.7095     |[196566.7261046]     - [197145.2332580]    |   1 - 3   |  6.1515e+03|  8.2669e-02| AAA  |    | T8636c73 |             |
       |                 |              |                           |                               |                                           |           |            |            |      |    |          |             |
   802 |  1s.8p - 1s.10d |   3P* - 3D   |                           |               154771.8385     | 196566.7137673      -  197212.82614147    |   9 - 15  |  2.281e+04 |  1.365e-01 |      |    |          |             |
       |                 |              |                           |                               |                                           |           |            |            |      |    |          |             |
       |                 |              |                           |               154771.43965    |[196566.7118220]     - [197212.82586104]   |   5 - 7   |  2.2814e+04|  1.1470e-01| AAA  |    | T8636c73 |             |
       |                 |              |                           |               154771.67708    |[196566.7128971]     - [197212.82594494]   |   3 - 5   |  1.7109e+04|  1.0240e-01| AAA  |    | T8636c73 |             |
       |                 |              |                           |               154774.55861    |[196566.7261046]     - [197212.82712336]   |   1 - 3   |  1.2674e+04|  1.3655e-01| AAA  |    | T8636c73 |             |
       |                 |              |                           |               154771.41955    |[196566.7118220]     - [197212.82594494]   |   5 - 5   |  5.7030e+03|  2.0481e-02| AAA  |    | T8636c73 |             |
       |                 |              |                           |               154771.39480    |[196566.7128971]     - [197212.82712336]   |   3 - 3   |  9.5057e+03|  3.4137e-02| AAA  |    | T8636c73 |             |
       |                 |              |                           |               154771.13728    |[196566.7118220]     - [197212.82712336]   |   5 - 3   |  6.3372e+02|  1.3655e-03| AAA  |    | T8636c73 |             |
       |                 |              |                           |                               |                                           |           |            |            |      |    |          |             |
   803 |                 |   3P* - 1D   |                           |                               |                                           |           |            |            |      |    |          |             |
       |                 |              |                           |                               |                                           |           |            |            |      |    |          |             |
       |                 |              |                           |               154732.50129    |[196566.7128971]     - [197212.989530410]  |   3 - 5   |  1.220e+00 |  7.296e-06 | AA   |    | T8636c73 |             |
       |                 |              |                           |                               |                                           |           |            |            |      |    |          |             |
   804 |  1s.8d - 1s.9p  |   3D  - 3P*  |                           |               293884.243      | 196595.0627498      -  196935.3327788     |  15 - 9   |  2.650e+04 |  2.059e-01 |      |    |          |             |
       |                 |              |                           |                               |                                           |           |            |            |      |    |          |             |
       |                 |              |                           |               293884.9458     |[196595.06220247]    - [196935.3314182]    |   7 - 5   |  2.2264e+04|  2.0591e-01| AAA  |    | T8636c73 |             |
       |                 |              |                           |               293884.4368     |[196595.06236505]    - [196935.3321700]    |   5 - 3   |  1.9877e+04|  1.5442e-01| AAA  |    | T8636c73 |             |
       |                 |              |                           |               293878.4473     |[196595.06466814]    - [196935.3414081]    |   3 - 1   |  2.6504e+04|  1.1439e-01| AAA  |    | T8636c73 |             |
       |                 |              |                           |               293885.0862     |[196595.06236505]    - [196935.3314182]    |   5 - 5   |  3.9753e+03|  5.1473e-02| AAA  |    | T8636c73 |             |
       |                 |              |                           |               293886.4260     |[196595.06466814]    - [196935.3321700]    |   3 - 3   |  6.6261e+03|  8.5797e-02| AAA  |    | T8636c73 |             |
       |                 |              |                           |               293887.0753     |[196595.06466814]    - [196935.3314182]    |   3 - 5   |  2.6504e+02|  5.7198e-03| AAA  |    | T8636c73 |             |
       |                 |              |                           |                               |                                           |           |            |            |      |    |          |             |
   805 |  1s.8d - 1s.9f  |   3D  - 3F*  |                           |               277098.3314     | 196595.0627498      -  196955.945471494   |  15 - 21  |  4.861e+04 |  7.834e-01 |      |    |          |             |
       |                 |              |                           |                               |                                           |           |            |            |      |    |          |             |
       |                 |              |                           |               277097.94367    |[196595.06220247]    - [196955.945429077]  |   7 - 9   |  5.2464e+04|  7.7648e-01| AAA  |    | T8636c73 |             |
       |                 |              |                           |               277098.38526    |[196595.06236505]    - [196955.945016545]  |   5 - 7   |  3.6407e+04|  5.8673e-01| AAA  |    | T8636c73 |             |
       |                 |              |                           |               277099.25665    |[196595.06466814]    - [196955.946184774]  |   3 - 5   |  4.4069e+04|  8.4549e-01| AAA  |    | T8636c73 |             |
       |                 |              |                           |               277098.26043    |[196595.06220247]    - [196955.945016545]  |   7 - 7   |  4.5043e+03|  5.1850e-02| AAA  |    | T8636c73 |             |
       |                 |              |                           |               277097.48826    |[196595.06236505]    - [196955.946184774]  |   5 - 5   |  8.1603e+03|  9.3935e-02| AAA  |    | T8636c73 |             |
       |                 |              |                           |               277097.36343    |[196595.06220247]    - [196955.946184774]  |   7 - 5   |  2.3317e+02|  1.9172e-03| AAA  |    | T8636c73 |             |
       |                 |              |                           |                               |                                           |           |            |            |      |    |          |             |
   806 |                 |   3D  - 1F*  |                           |               277096.4922     | 196595.06227021     -  196955.947387145   |  15 - 7   |  1.156e+04 |  6.210e-02 |      |    |          |             |
       |                 |              |                           |                               |                                           |           |            |            |      |    |          |             |
       |                 |              |                           |               277096.44021    |[196595.06220247]    - [196955.947387145]  |   7 - 7   |  1.325e+03 |  1.525e-02 | AA   |    | T8636c73 |             |
       |                 |              |                           |               277096.56504    |[196595.06236505]    - [196955.947387145]  |   5 - 7   |  1.023e+04 |  1.648e-01 | AA   |    | T8636c73 |             |
       |                 |              |                           |                               |                                           |           |            |            |      |    |          |             |
   807 |  1s.8d - 1s.9p  |   3D  - 1P*  |                           |                               |                                           |           |            |            |      |    |          |             |
       |                 |              |                           |                               |                                           |           |            |            |      |    |          |             |
       |                 |              |                           |               274250.2710     |[196595.06236505]    - [196959.6928160]    |   5 - 3   |  1.151e+00 |  7.784e-06 | AA   |    | T8636c73 |             |
       |                 |              |                           |                               |                                           |           |            |            |      |    |          |             |
   808 |  1s.8d - 1s.10p |   3D  - 3P*  |                           |               165762.9929     | 196595.0627498      -  197198.3337108     |  15 - 9   |  1.686e+04 |  4.167e-02 |      |    |          |             |
       |                 |              |                           |                               |                                           |           |            |            |      |    |          |             |
       |                 |              |                           |               165763.11410    |[196595.06220247]    - [197198.3327222]    |   7 - 5   |  1.4159e+04|  4.1662e-02| AAA  |    | T8636c73 |             |
       |                 |              |                           |               165763.00873    |[196595.06236505]    - [197198.3332683]    |   5 - 3   |  1.2641e+04|  3.1244e-02| AAA  |    | T8636c73 |             |
       |                 |              |                           |               165761.79693    |[196595.06466814]    - [197198.3399816]    |   3 - 1   |  1.6855e+04|  2.3144e-02| AAA  |    | T8636c73 |             |
       |                 |              |                           |               165763.15877    |[196595.06236505]    - [197198.3327222]    |   5 - 5   |  2.5281e+03|  1.0414e-02| AAA  |    | T8636c73 |             |
       |                 |              |                           |               165763.64156    |[196595.06466814]    - [197198.3332683]    |   3 - 3   |  4.2139e+03|  1.7359e-02| AAA  |    | T8636c73 |             |
       |                 |              |                           |               165763.79160    |[196595.06466814]    - [197198.3327222]    |   3 - 5   |  1.6855e+02|  1.1572e-03| AAA  |    | T8636c73 |             |
       |                 |              |                           |                               |                                           |           |            |            |      |    |          |             |
   809 |  1s.8d - 1s.10f |   3D  - 3F*  |                           |               161736.51297    | 196595.0627498      -  197213.352325629   |  15 - 21  |  3.647e+04 |  2.002e-01 |      |    |          |             |
       |                 |              |                           |                               |                                           |           |            |            |      |    |          |             |
       |                 |              |                           |               161736.378463   |[196595.06220247]    - [197213.352292488]  |   7 - 9   |  3.9278e+04|  1.9805e-01| AAA  |    | T8636c73 |             |
       |                 |              |                           |               161736.497912   |[196595.06236505]    - [197213.351998435]  |   5 - 7   |  2.7462e+04|  1.5078e-01| AAA  |    | T8636c73 |             |
       |                 |              |                           |               161736.879353   |[196595.06466814]    - [197213.352843353]  |   3 - 5   |  3.2993e+04|  2.1565e-01| AAA  |    | T8636c73 |             |
       |                 |              |                           |               161736.455384   |[196595.06220247]    - [197213.351998435]  |   7 - 7   |  3.3983e+03|  1.3327e-02| AAA  |    | T8636c73 |             |
       |                 |              |                           |               161736.276893   |[196595.06236505]    - [197213.352843353]  |   5 - 5   |  6.1094e+03|  2.3959e-02| AAA  |    | T8636c73 |             |
       |                 |              |                           |               161736.234365   |[196595.06220247]    - [197213.352843353]  |   7 - 5   |  1.7457e+02|  4.8900e-04| AAA  |    | T8636c73 |             |
       |                 |              |                           |                               |                                           |           |            |            |      |    |          |             |
